year,district_code,district_name,n_households_matched,n_households_child_bearing,pct_households_childless,asset_index,edu_index,health_index_all_hh,health_index_child_hh,hdi_all_hh,hdi_child_hh,hdi_urban_all_hh,hdi_rural_all_hh,hdi_urban_child_hh,hdi_rural_child_hh
2014,36,Mianwali,802,409,49.00249376558603,0.3800953011243728,0.40917054955736587,0.5671885700212905,0.5314501556163969,0.45215147356767643,0.45055102271179454,0.501133693236147,0.44065383605009345,0.5026794902260905,0.4393739028274329
2017-18,1,Bahawalpur,1466,691,52.86493860845839,0.339767844525403,0.3459097682099244,0.507164973014928,0.47525894154155857,0.3976141952500851,0.38846774105162357,0.48048882182007147,0.3566062018376625,0.48129091566326215,0.35291352454869307
2017-18,2,Bahawalnagar,1370,643,53.065693430656935,0.36620418379959574,0.36298026761682556,0.4768990514698172,0.44246256367525666,0.40202783429541283,0.4028274310168113,0.46048990138822077,0.3866131858220773,0.4624934259087521,0.3872891973288887
2017-18,3,RY Khan,1700,906,46.705882352941174,0.35243693288387967,0.33032285897919117,0.44202521705391373,0.4190653024923766,0.3749283363056615,0.36455986578942673,0.4721308947215038,0.34428430607151717,0.4815691690086701,0.33434165547045824
2017-18,4,DG Khan,1043,677,35.09108341323106,0.32844788008847625,0.34353816987694824,0.39810671585917723,0.375094617719675,0.35669758860820056,0.3439705419973474,0.44515635350657934,0.33290567436498053,0.451784389138182,0.31924764927149707
2017-18,5,Layyah,978,504,48.466257668711656,0.35571652910907486,0.40939138955544657,0.5393801093113353,0.5231055809176397,0.43482934265861894,0.43147960110221356,0.5314907703734213,0.41435810808391693,0.5405931216174445,0.41165940395390693
2017-18,6,Muzaffargarh,1567,827,47.22399489470326,0.3177809198541477,0.325507399817937,0.4945822920022752,0.4871217657798982,0.37929020389145335,0.37860245054635083,0.43994275833781193,0.3678635817050522,0.4335698080052632,0.3697358574074177
2017-18,7,Rajanpur,805,517,35.77639751552795,0.265957938423483,0.2795108408360388,0.3951254725732709,0.3817616887137999,0.31353141727759753,0.30670384304554116,0.4119798418444717,0.29238362198879914,0.40828348510012724,0.28908823971261055
2017-18,8,Faisalabad,3013,1312,56.455360106206435,0.45790021897273264,0.46750043722576723,0.5491742145630961,0.532139764819828,0.491524956920532,0.497726957085859,0.5365421527155767,0.44920459345975083,0.5372637833118146,0.4596356401909325
2017-18,9,Chiniot,852,423,50.352112676056336,0.3619777676607004,0.3845355942230124,0.5134110457311587,0.498472213933414,0.4199748025382905,0.4295245266585382,0.4894487134253057,0.3878241477427072,0.49913549006099434,0.3990335989051241
2017-18,10,Jhang,1294,689,46.754250386398766,0.35446138449022385,0.4087177458170292,0.47991112326104274,0.4619608165315992,0.4143634178560986,0.4111228122194746,0.49145179900159836,0.3920904496766559,0.4770094125671423,0.39264775884508646
2017-18,11,TT Singh,1115,504,54.7982062780269,0.4663334857954835,0.4647318838470082,0.537485141149355,0.5123452178639758,0.4895168369306156,0.48472523038836474,0.5311109592641288,0.4783828309187893,0.5243573317739123,0.47545798072527423
2017-18,12,Gujranwala,2010,994,50.54726368159204,0.46362163516390237,0.495052007702865,0.5495676769742024,0.5326300941233282,0.5027471066136566,0.5043987584033871,0.5183848425975713,0.47930521167133916,0.5219340180344532,0.48016658700608084
2017-18,13,Gujrat,1554,710,54.31145431145431,0.4737481208150817,0.5164220664663042,0.6500247845060994,0.6253889448059191,0.5467316572624952,0.5514832564381058,0.575589165229552,0.5338784668403657,0.5601107966611026,0.5478017441133292
2017-18,14,Hafizabad,894,435,51.34228187919463,0.42367403894885824,0.43013811993505013,0.5717780416784899,0.5445400185664324,0.47519673352079944,0.4789393841337751,0.5091990068546777,0.4558474966126675,0.5133144827967311,0.46271796953814553
2017-18,15,Mandi Bahauddin,1690,800,52.662721893491124,0.43804543671850255,0.4259335280262943,0.5554546120074767,0.5286392663116666,0.47314452558409126,0.4712473925398359,0.5132148192027611,0.46260525727619445,0.5068048809150723,0.46269538172184344
2017-18,16,Narowal,909,469,48.40484048404841,0.45350486240326304,0.48842604001734413,0.58343984988651,0.5607730891498304,0.5084569174357058,0.5160449138802939,0.558472606508386,0.4978619850908584,0.5580937657620577,0.5073091687717143
2017-18,17,Sialkot,1587,751,52.67800882167612,0.4820428044201213,0.5047369471808288,0.5924805193288387,0.5720089117603053,0.5264200903099296,0.5279555633278318,0.5585776927721848,0.5117953190951406,0.5410190108901699,0.5228373221890703
2017-18,18,Lahore,3271,1407,56.98563130541119,0.49768554078434424,0.5478258632648654,0.5652513469768402,0.5300410567348834,0.5369209170086833,0.5208242227798267,0.5369209170086833,,0.5208242227798267,
2017-18,19,Kasur,1281,643,49.804839968774395,0.3775730018782498,0.3939890773787922,0.5208525849108613,0.4863119963206108,0.4308048880559678,0.42615743789535937,0.4797369837951752,0.413943534810155,0.4684247836876088,0.4116478271955492
2017-18,20,Nankana Sahib,946,440,53.48837209302326,0.408454516623323,0.4252532771219856,0.5688020467128726,0.5572342315178208,0.46750328015272696,0.4735610888656995,0.48417446172320855,0.46362916577173774,0.47599393314722077,0.47303598371239414
2017-18,21,Sheikhupura,1456,693,52.40384615384615,0.44356168458156636,0.43262547994963874,0.5511337419186014,0.5351313641987296,0.4757736354832688,0.4793879995203155,0.5036791685122086,0.4594203369028613,0.4841149656100962,0.47651059550067487
2017-18,22,Multan,2413,1150,52.34148363033568,0.42362414091726247,0.40408660792449824,0.5366115725081402,0.5212732006937596,0.45477410711663363,0.45491480791890104,0.5170492844683575,0.40604231431038557,0.5242205599185115,0.40730525213526264
2017-18,23,Khanewal,1278,623,51.25195618153365,0.3870096291882056,0.39652471126439637,0.5368437870064316,0.5150231550513952,0.4401260424863445,0.4380091651851063,0.5168499135046566,0.420989776369638,0.5117709653561541,0.4196168382966962
2017-18,24,Lodhran,944,463,50.95338983050847,0.33936722846464357,0.3205936516259771,0.44897261089401547,0.4355690404936616,0.3696444969948787,0.36921617942205154,0.45619451176754433,0.3535071019826723,0.4800142904674104,0.34824630197550493
2017-18,25,Vehari,1325,658,50.339622641509436,0.39250695896862836,0.38098764073897545,0.533269148623738,0.5084714519581143,0.4355879161104473,0.43868789927443397,0.5205981469535422,0.4170697297598162,0.5270572540547277,0.4183230092726982
2017-18,26,Rawalpindi,2687,1141,57.53628582061779,0.48070216980979263,0.5670447906209928,0.5713102237521037,0.5461393787158407,0.539685728060963,0.5278532740430454,0.5582441647422682,0.5189825984807939,0.5397104588878906,0.5158645136528928
2017-18,27,Attock,1401,669,52.24839400428266,0.4107687731403317,0.43127799320510474,0.6033071110734171,0.575553940039251,0.4817846258062845,0.4872053354037438,0.5297165698439421,0.4648171758044033,0.5144220197102115,0.47736722195232567
2017-18,28,Chakwal,1410,587,58.36879432624114,0.41882405486603974,0.4773825557708736,0.5647420378134855,0.5429388377054389,0.4869828828167996,0.5000836476427312,0.5132204963566956,0.4809905559460561,0.5037546026022678,0.49930481685970274
2017-18,29,Jhelum,1031,426,58.68089233753637,0.4444266170696192,0.5026534428510889,0.6573982617352373,0.6340180235528446,0.5348261072186484,0.5373746239001367,0.5634044262438936,0.5234048243102964,0.5559768860794986,0.5301346481958201
2017-18,30,Sahiwal,1219,549,54.963084495488104,0.41390851302129156,0.4116165687135237,0.5758226165356474,0.5510214129692994,0.4671158994234875,0.46773786413468466,0.539376922942511,0.44793976723391643,0.5390702139992921,0.45127910368487006
2017-18,31,Okara,1170,614,47.521367521367516,0.3747376655606302,0.38174713435223656,0.5781707318887025,0.5478062019648512,0.44488517726718974,0.4462522424568594,0.49047079089392315,0.42801347089112457,0.46960633223337106,0.43735457038547493
2017-18,32,Pakpattan,932,430,53.862660944206006,0.3585625318333007,0.345074893708868,0.5189822051482567,0.48623140805103154,0.4075398768968085,0.40907437066071817,0.46971830872342496,0.395667859803136,0.4762839286396853,0.3968790532633078
2017-18,33,Sargodha,1406,683,51.42247510668563,0.44042452026807943,0.41344848877625423,0.5901801304858143,0.5468926196645877,0.4813510465100493,0.4760736853045903,0.5177788506872074,0.46576023892925744,0.508799422099645,0.462490528625462
2017-18,34,Bhakkar,1271,667,47.52163650668765,0.3556560545104513,0.375358890348149,0.49831002048275397,0.465692065877801,0.4097749884471182,0.4048683352225916,0.505400714224547,0.3921491830390031,0.5188763242554203,0.38686101460357375
2017-18,35,Khushab,929,435,53.17545748116254,0.35428991997377574,0.38419969213663846,0.5382764175107311,0.4887037684406708,0.42558867654038174,0.41042498847005693,0.5034164932301092,0.39563407691935315,0.48191791364400033,0.3866550277915207
2017-18,36,Mianwali,1443,728,49.54954954954955,0.39020510204430303,0.41216385869535577,0.5989578381943067,0.5613630946437188,0.4671089329779885,0.4646552847751752,0.5084561380237812,0.45582467178046454,0.5007475456776663,0.45614854348831646
